Player;Federation;Opponent;Stage;Matchday;Match Number;Minutes Played;Game Started;Substitute;Goals;Man of the Match;Date of Birth;Boot Brand;Boot Type;Boot Colour;Boot Version;Notes;ID Opta;Opta Position;Squad Number;Match Length;Exact Time
Bernardo Silva;Portugal;France;Quarter-Finals;5;46;120;1;0;0;0;1994-08-10;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;165809;Midfielder;10;132;132
Rúben Dias;Portugal;France;Quarter-Finals;5;46;120;1;0;0;0;1997-05-14;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;171314;Defender;4;132;132
Francisco Conceição;Portugal;France;Quarter-Finals;5;46;46;0;1;0;0;2002-12-14;adidas;X Crazyfast+;Team Solar Yellow/Core Black/White;New;;465630;Forward;26;132;58
Nuno Mendes;Portugal;France;Quarter-Finals;5;46;120;1;0;0;0;2002-06-19;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;465206;Defender;19;132;132
Diogo Costa;Portugal;France;Quarter-Finals;5;46;120;1;0;0;0;1999-09-19;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;216050;Goalkeeper;22;132;132
João Palhinha;Portugal;France;Quarter-Finals;5;46;90;1;0;0;0;1995-07-09;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;154296;Midfielder;6;132;92
Vitinha;Portugal;France;Quarter-Finals;5;46;119;1;0;0;0;2000-02-13;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;Shoe lace removed;437858;Midfielder;23;132;122
Rúben Neves;Portugal;France;Quarter-Finals;5;46;30;0;1;0;0;1997-03-13;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;171317;Midfielder;18;132;40
Kanté, N'Golo;France;Portugal;Quarter-Finals;5;46;120;1;0;0;0;1991-03-29;adidas;X 18.1;Active Red/Silver Metallic/Bold Blue;New;;116594;Midfielder;13;132;132
Tchouaméni, Aurélien;France;Portugal;Quarter-Finals;5;46;120;1;0;0;0;2000-01-27;Nike;Phantom Luna II Elite;Sunset Pulse/Black;New;;219292;Midfielder;8;132;132
Koundé, Jules;France;Portugal;Quarter-Finals;5;46;120;1;0;0;0;1998-11-12;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;220325;Defender;5;132;132
Saliba, William;France;Portugal;Quarter-Finals;5;46;120;1;0;0;0;2001-03-24;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;462424;Defender;17;132;132
Thuram, Marcus;France;Portugal;Quarter-Finals;5;46;34;0;1;0;0;1997-08-06;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;205880;Forward;15;132;46
Maignan, Mike;France;Portugal;Quarter-Finals;5;46;120;1;0;0;0;1995-07-03;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;129487;Goalkeeper;16;132;132
Dembélé, Ousmane;France;Portugal;Quarter-Finals;5;46;53;0;1;0;1;1997-05-15;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;219438;Forward;11;132;66
Upamecano, Dayot;France;Portugal;Quarter-Finals;5;46;120;1;0;0;0;1998-10-27;Nike;Phantom Luna II Elite;White/Black/Metallic Gold Coin;New;;199661;Defender;4;132;132
Barcola, Bradley;France;Portugal;Quarter-Finals;5;46;15;0;1;0;0;2002-09-02;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;482616;Forward;25;132;24
Griezmann, Antoine;France;Portugal;Quarter-Finals;5;46;67;1;0;0;0;1991-03-21;Puma;Ultra 5 Carbon;Lapis Lazuli/Puma White/Sunset Glow;New;;76650;Midfielder;7;132;67
Fofana, Youssouf;France;Portugal;Quarter-Finals;5;46;30;0;1;0;0;1999-01-10;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;461913;Midfielder;19;132;39
Kolo Muani, Randal;France;Portugal;Quarter-Finals;5;46;86;1;0;0;0;1998-12-05;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;247693;Forward;12;132;86
Hernández, Théo;France;Portugal;Quarter-Finals;5;46;120;1;0;0;0;1997-10-06;Puma;Ultra 5 Carbon;Lapis Lazuli/Puma White/Sunset Glow;New;Switched to Puma Ultra Ultimate (Sun Stream/Puma Black/Sunset Glow) after FT;222784;Defender;22;132;132
Mbappé, Kylian;France;Portugal;Quarter-Finals;5;46;105;1;0;0;0;1998-12-20;Nike;Mercurial Superfly X Elite;White/Racer Blue;New;;220160;Forward;10;132;109
Camavinga, Eduardo;France;Portugal;Quarter-Finals;5;46;90;1;0;0;0;2002-11-10;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;475561;Midfielder;6;132;94
Frimpong, Jeremie;Netherlands;Türkiye;Quarter-Finals;5;47;3;0;1;0;0;2000-12-10;Puma;Ultra 5 Carbon;Lapis Lazuli/Puma White/Sunset Glow;New;;216094;Defender;12;99;10
Schouten, Jerdy;Netherlands;Türkiye;Quarter-Finals;5;47;90;1;0;0;0;1997-01-12;adidas;X 19.1;White/Core Black/Shock Pink;New;;230152;Midfielder;24;99;99
Verbruggen, Bart;Netherlands;Türkiye;Quarter-Finals;5;47;90;1;0;0;0;2002-08-18;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;489639;Goalkeeper;1;99;99
Veerman, Joey;Netherlands;Türkiye;Quarter-Finals;5;47;17;0;1;0;0;1998-11-19;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;231653;Midfielder;16;99;24
Reijnders, Tijjani;Netherlands;Türkiye;Quarter-Finals;5;47;73;1;0;0;0;1998-07-29;Mizuno;Alpha;Black/Ignition Red;New;Colored the boot;433036;Midfielder;14;99;75
Dumfries, Denzel;Netherlands;Türkiye;Quarter-Finals;5;47;90;1;0;0;0;1996-04-18;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;199432;Defender;22;99;99
Bergwijn, Steven;Netherlands;Türkiye;Quarter-Finals;5;47;45;1;0;0;0;1997-10-08;Nike;Mercurial Superfly IX Elite;Sail/Racer Blue;New;;194252;Midfielder;25;99;47
Aké, Nathan;Netherlands;Türkiye;Quarter-Finals;5;47;73;1;0;0;0;1995-02-18;Nike;Phantom Luna II Elite;Sunset Pulse/Black;New;;126184;Defender;5;99;75
Gakpo, Cody;Netherlands;Türkiye;Quarter-Finals;5;47;90;1;0;0;0;1999-05-07;Puma;Ultra 5 Carbon;Lapis Lazuli/Puma White/Sunset Glow;New;;243298;Midfielder;11;99;99
van de Ven, Micky;Netherlands;Türkiye;Quarter-Finals;5;47;17;0;1;0;0;2001-04-19;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;491279;Defender;15;99;24
van Dijk, Virgil;Netherlands;Türkiye;Quarter-Finals;5;47;90;1;0;0;0;1991-07-08;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;97032;Defender;4;99;99
de Vrij, Stefan;Netherlands;Türkiye;Quarter-Finals;5;47;90;1;0;1;1;1992-02-05;Nike;Tiempo Legend X Elite;Lemonade/Black/Metallic Gold Coin;New;;78140;Defender;6;99;99
Depay, Memphis;Netherlands;Türkiye;Quarter-Finals;5;47;87;1;0;0;0;1994-02-13;Puma;Ultra 5 Carbon;Lapis Lazuli/Puma White/Sunset Glow;New;;106824;Forward;10;99;89
Zirkzee, Joshua;Netherlands;Türkiye;Quarter-Finals;5;47;3;0;1;0;0;2001-05-22;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;458249;Forward;21;99;10
Simons, Xavi;Netherlands;Türkiye;Quarter-Finals;5;47;87;1;0;0;0;2003-04-21;Puma;King Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;493362;Midfielder;7;99;89
Weghorst, Wout;Netherlands;Türkiye;Quarter-Finals;5;47;45;0;1;0;0;1992-08-07;adidas;X Crazyfast+;Solar Red/White/Team Solar Yellow;New;;120202;Forward;9;99;52
Kiliçsoy, Semih;Türkiye;Netherlands;Quarter-Finals;5;47;1;0;1;0;0;2005-08-15;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;551300;Forward;24;99;8
Kadioglu, Ferdi;Türkiye;Netherlands;Quarter-Finals;5;47;90;1;0;0;0;1999-10-07;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;231416;Defender;20;99;99
Yokuslu, Okay;Türkiye;Netherlands;Quarter-Finals;5;47;13;0;1;0;0;1994-03-09;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;101394;Midfielder;5;99;20
Akaydin, Samet;Türkiye;Netherlands;Quarter-Finals;5;47;82;1;0;1;0;1994-03-13;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;245333;Defender;4;99;84
Çelik, Zeki;Türkiye;Netherlands;Quarter-Finals;5;47;8;0;1;0;0;1997-02-17;adidas;X Crazyfast.1;Solar Red/White/Team Solar Yellow;New;Laceless;171435;Defender;2;99;15
Yildiz, Kenan;Türkiye;Netherlands;Quarter-Finals;5;47;77;1;0;0;0;2005-05-04;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;547103;Midfielder;19;99;79
Aktürkoglu, Kerem;Türkiye;Netherlands;Quarter-Finals;5;47;13;0;1;0;0;1998-10-21;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;498572;Forward;7;99;20
Ayhan, Kaan;Türkiye;Netherlands;Quarter-Finals;5;47;89;1;0;0;0;1994-11-10;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;159522;Defender;22;99;91
Tosun, Cenk;Türkiye;Netherlands;Quarter-Finals;5;47;8;0;1;0;0;1991-06-07;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;66838;Forward;9;99;15
Çalhanoglu, Hakan;Türkiye;Netherlands;Quarter-Finals;5;47;90;1;0;0;0;1994-02-08;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;111732;Midfielder;10;99;99
Bardakci, Abdülkerim;Türkiye;Netherlands;Quarter-Finals;5;47;90;1;0;0;0;1994-09-07;Nike;Mercurial Vapor XI;Total Crimson/Volt/Pink Blast;Old;;166050;Defender;14;99;99
Yilmaz, Baris Alper;Türkiye;Netherlands;Quarter-Finals;5;47;90;1;0;0;0;2000-05-23;Nike;Mercurial Superfly IX Elite;Hyper Turquoise/Fuchsia Dream/Black/White;New;;514355;Forward;21;99;99
Günok, Mert;Türkiye;Netherlands;Quarter-Finals;5;47;90;1;0;0;0;1989-03-01;Puma;King Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;56077;Goalkeeper;1;99;99
Özcan, Salih;Türkiye;Netherlands;Quarter-Finals;5;47;77;1;0;0;0;1998-01-11;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;204581;Midfielder;15;99;79
Güler, Arda;Türkiye;Netherlands;Quarter-Finals;5;47;90;1;0;0;0;2005-02-25;Nike;Mercurial Vapor XV Elite;Pink Blast/Volt/Gridiron;New;;520250;Midfielder;8;99;99
Müldür, Mert;Türkiye;Netherlands;Quarter-Finals;5;47;82;1;0;OG;0;1999-04-03;Nike;Mercurial Vapor XV Elite;White/Baltic Blue/Pink Blast/Indigo Haze;New;;224990;Defender;18;99;84
Rice, Declan;England;Switzerland;Quarter-Finals;5;48;120;1;0;0;0;1999-01-14;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;204480;Midfielder;4;132;132
Toney, Ivan;England;Switzerland;Quarter-Finals;5;48;11;0;1;0;0;1996-03-16;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;144485;Forward;17;132;20
Alexander-Arnold, Trent;England;Switzerland;Quarter-Finals;5;48;5;0;1;0;0;1998-10-07;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;169187;Midfielder;8;132;15
Saka, Bukayo;England;Switzerland;Quarter-Finals;5;48;120;1;0;1;1;2001-09-05;New Balance;Furon V7+ Pro;Bleached Lime Glo;New;;223340;Midfielder;7;132;132
Kane, Harry;England;Switzerland;Quarter-Finals;5;48;109;1;0;0;0;1993-07-28;Skechers;SKX 01 Elite;Yellow/Black;New;;78830;Forward;9;132;112
Stones, John;England;Switzerland;Quarter-Finals;5;48;120;1;0;0;0;1994-05-28;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;97299;Defender;5;132;132
Eze, Eberechi;England;Switzerland;Quarter-Finals;5;48;42;0;1;0;0;1998-06-29;New Balance;Furon V7+ Pro;Bleached Lime Glo;New;;232413;Forward;21;132;55
Trippier, Kieran;England;Switzerland;Quarter-Finals;5;48;78;1;0;0;0;1990-09-19;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;77794;Midfielder;12;132;78
Shaw, Luke;England;Switzerland;Quarter-Finals;5;48;42;0;1;0;0;1995-07-12;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;106760;Defender;3;132;55
Bellingham, Jude;England;Switzerland;Quarter-Finals;5;48;120;1;0;0;0;2003-06-29;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;244855;Forward;10;132;132
Mainoo, Kobbie;England;Switzerland;Quarter-Finals;5;48;78;1;0;0;0;2005-04-19;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;516895;Midfielder;26;132;78
Walker, Kyle;England;Switzerland;Quarter-Finals;5;48;120;1;0;0;0;1990-05-28;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;58621;Defender;2;132;132
Konsa, Ezri;England;Switzerland;Quarter-Finals;5;48;78;1;0;0;0;1997-10-23;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;199798;Defender;14;132;78
Palmer, Cole;England;Switzerland;Quarter-Finals;5;48;42;0;1;0;0;2002-05-06;Nike;Mercurial Vapor XV Elite;Atmosphere Grey/Black;New;;244851;Forward;24;132;54
Pickford, Jordan;England;Switzerland;Quarter-Finals;5;48;120;1;0;0;0;1994-03-07;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;111234;Goalkeeper;1;132;132
Foden, Phil;England;Switzerland;Quarter-Finals;5;48;115;1;0;0;0;2000-05-28;Nike;Phantom GX Elite;Fuchsia Dream/Barely Grape;New;;209244;Forward;11;132;118
Sierro, Vincent;Switzerland;England;Quarter-Finals;5;48;2;0;1;0;0;1995-10-08;adidas;Nemeziz .1;White/Screaming Orange/Core Black;New;;209208;Midfielder;16;132;11
Sommer, Yann;Switzerland;England;Quarter-Finals;5;48;120;1;0;0;0;1988-12-17;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;34683;Goalkeeper;1;132;132
Shaqiri, Xherdan;Switzerland;England;Quarter-Finals;5;48;11;0;1;0;0;1991-10-10;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;68312;Midfielder;23;132;20
Zuber, Steven;Switzerland;England;Quarter-Finals;5;48;56;0;1;0;0;1991-08-17;Nike;Mercurial Vapor XV Elite;Lemonade/Black;New;;52046;Midfielder;14;132;69
Akanji, Manuel;Switzerland;England;Quarter-Finals;5;48;120;1;0;0;0;1995-07-19;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;211975;Defender;5;132;132
Aebischer, Michel;Switzerland;England;Quarter-Finals;5;48;118;1;0;0;0;1997-01-06;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;235865;Midfielder;20;132;121
Xhaka, Granit;Switzerland;England;Quarter-Finals;5;48;120;1;0;0;0;1992-09-27;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;84450;Midfielder;10;132;132
Widmer, Silvan;Switzerland;England;Quarter-Finals;5;48;56;0;1;0;0;1993-03-05;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;120781;Defender;3;132;69
Rodríguez, Ricardo;Switzerland;England;Quarter-Finals;5;48;120;1;0;0;0;1992-08-25;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;69305;Defender;13;132;132
Embolo, Breel;Switzerland;England;Quarter-Finals;5;48;109;1;0;1;0;1997-02-14;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;181007;Forward;7;132;112
Zakaria, Denis;Switzerland;England;Quarter-Finals;5;48;22;0;1;0;0;1996-11-20;Nike;Mercurial Vapor XV Elite;Pink Blast/Volt/Gridiron;New;;212701;Midfielder;6;132;31
Freuler, Remo;Switzerland;England;Quarter-Finals;5;48;118;1;0;0;0;1992-04-15;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;89076;Midfielder;8;132;121
Schär, Fabian;Switzerland;England;Quarter-Finals;5;48;120;1;0;0;0;1991-12-20;Puma;Ultra Play;Sun Stream/Puma Black/Sunset Glow;New;;119471;Defender;22;132;132
Vargas, Rubén;Switzerland;England;Quarter-Finals;5;48;64;1;0;0;0;1998-08-05;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;429534;Forward;17;132;64
Amdouni, Zeki;Switzerland;England;Quarter-Finals;5;48;2;0;1;0;0;2000-12-04;Nike;Phantom GX II Elite;Atmosphere Grey/Black;New;;492831;Forward;25;132;11
Rieder, Fabian;Switzerland;England;Quarter-Finals;5;48;64;1;0;0;0;2002-02-16;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;449787;Forward;26;132;64
Ndoye, Dan;Switzerland;England;Quarter-Finals;5;48;98;1;0;0;0;2000-10-25;Nike;Mercurial Vapor XIV Elite;Grey/Blackened Blue;New;;456512;Midfielder;19;132;101
Cucurella, Marc;Spain;France;Semi-Finals;6;49;90;1;0;0;0;1998-07-22;Puma;Future 7 Ultimate;Sunset Glow/Puma Black/Sun Stream;New;;179268;Defender;24;98;98
Navas, Jesús;Spain;France;Semi-Finals;6;49;58;1;0;0;0;1985-11-21;Nike;Mercurial Vapor XV Elite;White/Baltic Blue/Pink Blast/Indigo Haze;New;;17740;Defender;22;98;60
Vivian, Dani;Spain;France;Semi-Finals;6;49;32;0;1;0;0;1999-07-05;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;437554;Defender;5;98;39
Ruiz, Fabián;Spain;France;Semi-Finals;6;49;90;1;0;0;0;1996-04-03;adidas;Copa Pure 2;Ftwr White/Lucid Blue/Solar Red;New;;201379;Midfielder;8;98;98
Nacho;Spain;France;Semi-Finals;6;49;90;1;0;0;0;1990-01-18;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;88477;Defender;4;98;98
Merino, Mikel;Spain;France;Semi-Finals;6;49;14;0;1;0;0;1996-06-22;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;195384;Midfielder;6;98;21
Williams, Nico;Spain;France;Semi-Finals;6;49;89;1;0;0;0;2002-07-12;Nike;Mercurial Vapor XV Elite;White/Bright Crimson/Black;New;Colored the logo;523654;Midfielder;17;98;96
Rodri;Spain;France;Semi-Finals;6;49;90;1;0;0;0;1996-06-22;Nike;Phantom Luna II Elite;Sunset Pulse/Black;New;;220566;Midfielder;16;98;98
Morata, Álvaro;Spain;France;Semi-Finals;6;49;76;1;0;0;0;1992-10-23;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;88482;Forward;7;98;79
Simón, Unai;Spain;France;Semi-Finals;6;49;90;1;0;0;0;1997-06-11;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;212769;Goalkeeper;23;98;98
Oyarzabal, Mikel;Spain;France;Semi-Finals;6;49;14;0;1;0;0;1997-04-21;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;219000;Forward;21;98;20
Zubimendi, Martín;Spain;France;Semi-Finals;6;49;1;0;1;0;0;1999-02-02;adidas;Copa Pure 2+;Ftwr White/Lucid Blue/Solar Red;New;;481655;Midfielder;18;98;3
Olmo, Dani;Spain;France;Semi-Finals;6;49;76;1;0;1;0;1998-05-07;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;179370;Midfielder;10;98;78
Laporte, Aymeric;Spain;France;Semi-Finals;6;49;90;1;0;0;0;1994-05-27;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;146941;Defender;14;98;98
Torres, Ferran;Spain;France;Semi-Finals;6;49;1;0;1;0;0;2000-02-29;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;224444;Forward;11;98;4
Lamine Yamal;Spain;France;Semi-Finals;6;49;89;1;0;1;1;2007-07-13;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;593109;Midfielder;19;98;95
Griezmann, Antoine;France;Spain;Semi-Finals;6;49;28;0;1;0;0;1991-03-21;Puma;Ultra Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;76650;Forward;7;98;35
Barcola, Bradley;France;Spain;Semi-Finals;6;49;27;0;1;0;0;2002-09-02;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;482616;Forward;25;98;34
Camavinga, Eduardo;France;Spain;Semi-Finals;6;49;28;0;1;0;0;2002-11-10;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;475561;Midfielder;6;98;35
Dembélé, Ousmane;France;Spain;Semi-Finals;6;49;79;1;0;0;0;1997-05-15;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;Laceless;219438;Forward;11;98;81
Saliba, William;France;Spain;Semi-Finals;6;49;90;1;0;0;0;2001-03-24;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;462424;Defender;17;98;98
Mbappé, Kylian;France;Spain;Semi-Finals;6;49;90;1;0;0;0;1998-12-20;Nike;Mercurial Superfly X Elite;White/Racer Blue;New;;220160;Forward;10;98;98
Kolo Muani, Randal;France;Spain;Semi-Finals;6;49;63;1;0;1;0;1998-12-05;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;Laceless;247693;Forward;12;98;65
Kanté, N'Golo;France;Spain;Semi-Finals;6;49;62;1;0;0;0;1991-03-29;adidas;X 18.1;Active Red/Silver Metallic/Bold Blue;New;;116594;Midfielder;13;98;64
Giroud, Olivier;France;Spain;Semi-Finals;6;49;11;0;1;0;0;1986-09-30;Puma;Ultra 5 Carbon;Lapis Lazuli/Puma White/Sunset Glow;New;;44346;Forward;9;98;18
Maignan, Mike;France;Spain;Semi-Finals;6;49;90;1;0;0;0;1995-07-03;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;129487;Goalkeeper;16;98;98
Koundé, Jules;France;Spain;Semi-Finals;6;49;90;1;0;0;0;1998-11-12;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;220325;Defender;5;98;98
Hernández, Théo;France;Spain;Semi-Finals;6;49;90;1;0;0;0;1997-10-06;Puma;Ultra 5 Carbon;Lapis Lazuli/Puma White/Sunset Glow;New;;222784;Defender;22;98;98
Rabiot, Adrien;France;Spain;Semi-Finals;6;49;62;1;0;0;0;1995-04-03;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;120743;Midfielder;14;98;64
Upamecano, Dayot;France;Spain;Semi-Finals;6;49;90;1;0;0;0;1998-10-27;Nike;Phantom Luna II Elite;White/Black/Metallic Gold Coin;New;;199661;Defender;4;98;98
Tchouaméni, Aurélien;France;Spain;Semi-Finals;6;49;90;1;0;0;0;2000-01-27;Nike;Phantom Luna II Elite;Sunset Pulse/Black;New;;219292;Midfielder;8;98;98
Dumfries, Denzel;Netherlands;England;Semi-Finals;6;50;89;1;0;0;0;1996-04-18;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;199432;Defender;22;99;97
Weghorst, Wout;Netherlands;England;Semi-Finals;6;50;45;0;1;0;0;1992-08-07;adidas;X Crazyfast+;Solar Red/White/Team Solar Yellow;New;;120202;Forward;9;99;51
Brobbey, Brian;Netherlands;England;Semi-Finals;6;50;1;0;1;0;0;2002-02-01;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;441264;Forward;19;99;3
Gakpo, Cody;Netherlands;England;Semi-Finals;6;50;90;1;0;0;0;1999-05-07;Puma;Ultra 5 Ultimate;Lapis Lazuli/Puma White/Sunset Glow;New;;243298;Midfielder;11;99;99
Schouten, Jerdy;Netherlands;England;Semi-Finals;6;50;90;1;0;0;0;1997-01-12;adidas;X 19.1;White/Core Black/Shock Pink;New;;230152;Midfielder;24;99;99
van Dijk, Virgil;Netherlands;England;Semi-Finals;6;50;90;1;0;0;0;1991-07-08;Nike;Tiempo Legend X Elite;Pink Foam/Black;New;;97032;Defender;4;99;99
Verbruggen, Bart;Netherlands;England;Semi-Finals;6;50;90;1;0;0;0;2002-08-18;adidas;Predator Elite;Lucid Blue/Ftwr White/Solar Red;New;;489639;Goalkeeper;1;99;99
Veerman, Joey;Netherlands;England;Semi-Finals;6;50;55;0;1;0;0;1998-11-19;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;231653;Midfielder;16;99;109
Aké, Nathan;Netherlands;England;Semi-Finals;6;50;90;1;0;0;0;1995-02-18;Nike;Phantom Luna II Elite;Sunset Pulse/Black;New;;126184;Defender;5;99;99
Simons, Xavi;Netherlands;England;Semi-Finals;6;50;89;1;0;1;0;2003-04-21;Puma;King Ultimate;Sun Stream/Puma Black/Sunset Glow;New;;493362;Midfielder;7;99;96
de Vrij, Stefan;Netherlands;England;Semi-Finals;6;50;90;1;0;0;0;1992-02-05;Nike;Tiempo Legend X Elite;Lemonade/Black/Metallic Gold Coin;New;;78140;Defender;6;99;99
Malen, Donyell;Netherlands;England;Semi-Finals;6;50;45;1;0;0;0;1999-01-19;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;204646;Midfielder;18;99;49
Depay, Memphis;Netherlands;England;Semi-Finals;6;50;35;1;0;0;0;1994-02-13;Puma;Ultra 5 Carbon;Lapis Lazuli/Puma White/Sunset Glow;New;;106824;Forward;10;99;-10
Zirkzee, Joshua;Netherlands;England;Semi-Finals;6;50;1;0;1;0;0;2001-05-22;Nike;Mercurial Superfly IX Elite;Pink Foam/Black;New;;458249;Forward;21;99;3
Reijnders, Tijjani;Netherlands;England;Semi-Finals;6;50;90;1;0;0;0;1998-07-29;Mizuno;Alpha;Black/Ignition Red;New;Colored the boot;433036;Midfielder;14;99;99
Gallagher, Conor;England;Netherlands;Semi-Finals;6;50;1;0;1;0;0;2000-02-06;Nike;Mercurial Vapor XV Elite;Pink Foam/Black;New;;232787;Midfielder;16;99;3
Trippier, Kieran;England;Netherlands;Semi-Finals;6;50;45;1;0;0;0;1990-09-19;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;77794;Midfielder;12;99;49
Saka, Bukayo;England;Netherlands;Semi-Finals;6;50;89;1;0;0;0;2001-09-05;New Balance;Furon V7+ Pro;Bleached Lime Glo;New;;223340;Midfielder;7;99;96
Bellingham, Jude;England;Netherlands;Semi-Finals;6;50;90;1;0;0;0;2003-06-29;adidas;Predator Elite Tongue;Lucid Blue/Ftwr White/Solar Red;New;;244855;Forward;10;99;99
Foden, Phil;England;Netherlands;Semi-Finals;6;50;80;1;0;0;0;2000-05-28;Nike;Phantom GX Elite;Fuchsia Dream/Barely Grape;New;;209244;Forward;11;99;84
Shaw, Luke;England;Netherlands;Semi-Finals;6;50;45;0;1;0;0;1995-07-12;adidas;F50 Elite;Ftwr White/Solar Red/Lucid Blue;New;;106760;Defender;3;99;51
Watkins, Ollie;England;Netherlands;Semi-Finals;6;50;9;0;1;1;1;1995-12-30;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;178301;Forward;19;99;16
Mainoo, Kobbie;England;Netherlands;Semi-Finals;6;50;89;1;0;0;0;2005-04-19;Nike;Phantom GX II Elite;Sunset Pulse/Black;New;;516895;Midfielder;26;99;96
